(Sub-)species,Code,PC1,PC2,PC3,PC4,pca1.g1,pca2.g2,pca3.g2,pca4.g2
L. europaeus,1,-0.688,-1.157,-0.547,-0.284,,,,
L. europaeus,1,-0.688,-1.157,-0.547,-0.284,,,,
L. europaeus,1,-0.018,-0.08,0.022,-0.853,,,,
L. europaeus,1,-0.018,-0.08,0.022,-0.853,,,,
L. europaeus,1,-0.047,-1.345,-0.758,-0.426,,,,
L. europaeus,1,-0.871,-0.528,-0.111,0.142,,,,
L. europaeus,1,-0.871,-0.528,-0.111,0.142,,,,
L. europaeus,1,-0.768,-0.818,-0.27,-0.413,,,,
L. europaeus,1,-0.768,-0.818,-0.27,-0.413,,,,
L. europaeus,1,-0.34,-0.89,-0.678,-0.375,,,,
L. europaeus,1,-0.34,-0.89,-0.678,-0.375,,,,
L. europaeus,1,-0.871,-0.609,1.705,-0.176,,,,
L. europaeus,1,-0.871,-0.609,1.705,-0.176,,,,
L. europaeus,1,-0.296,-0.947,-0.246,-0.73,,,,
L. europaeus,1,-0.795,-1.155,-0.19,-0.58,,,,
L. europaeus,1,-0.795,-1.155,-0.19,-0.58,,,,
L. europaeus,1,-0.593,-1.451,0.427,0.044,,,,
L. europaeus,1,-0.593,-1.451,0.427,0.044,,,,
L. europaeus,1,-0.091,-1.162,0.27,-0.781,,,,
L. europaeus,1,-0.091,-1.162,0.27,-0.781,,,,
L. europaeus,1,0.472,-0.981,1.856,-0.365,,,,
L. europaeus,1,0.472,-0.981,1.856,-0.365,,,,
L. europaeus,1,-1.318,-1.298,-0.366,-0.102,,,,
L. europaeus,1,-1.318,-1.298,-0.366,-0.102,,,,
L. europaeus,1,-0.006,-0.157,1.419,-0.545,,,,
L. europaeus,1,-0.964,-1.129,-0.516,-0.251,,,,
L. europaeus,1,-0.957,-1.155,-0.51,-0.25,,,,
L. europaeus,1,-2.056,-1.061,-0.088,0.001,,,,
L. europaeus,1,-2.056,-1.061,-0.088,0.001,,,,
L. europaeus,1,-0.94,-0.752,-0.214,0.17,,,,
L. europaeus,1,-0.94,-0.752,-0.214,0.17,,,,
L. europaeus,1,-0.912,-1.372,-0.255,-0.533,,,,
L. europaeus,1,-0.284,-1.109,0.232,-0.569,,,,
L. europaeus,1,-0.284,-1.109,0.232,-0.569,,,,
L. europaeus,1,-1.402,-1.1,-0.12,0.352,,,,
L. europaeus,1,-0.491,-0.818,1.056,0.527,,,,
L. europaeus,1,-0.918,-1.325,-0.543,-0.879,,,,
L. europaeus,1,-0.918,-1.325,-0.543,-0.879,,,,
L. europaeus,1,-1.064,-0.917,-0.139,0.213,,,,
L. europaeus,1,-0.688,-0.824,-0.214,0.141,,,,
L. europaeus,1,-0.649,-1.077,-0.616,-0.29,,,,
L. europaeus,1,-0.975,-1.055,-0.421,-0.281,,,,
L. europaeus,1,-0.975,-1.055,-0.421,-0.281,,,,
L. europaeus,1,-1.178,-1.147,-0.198,0.354,,,,
L. europaeus,1,-0.741,-1.338,-0.489,-1.013,,,,
L. europaeus,1,-0.741,-1.338,-0.489,-1.013,,,,
L. europaeus,1,-1.453,-1.822,-0.273,-0.821,,,,
L. europaeus,1,-0.687,-1.519,-0.131,-0.434,,,,
L. europaeus,1,-0.837,-1.219,-0.624,-0.243,,,,
L. europaeus,1,-1.087,-0.975,0.545,-0.326,,,,
L. europaeus,1,-1.087,-0.975,0.545,-0.326,,,,
L. europaeus,1,-1.119,-1.34,-0.482,-0.175,,,,
L. europaeus,1,-0.803,-1.13,-0.519,-0.263,,,,
L. europaeus,1,-1.082,-0.997,-0.355,-0.256,,,,
L. europaeus,1,-1.082,-0.997,-0.355,-0.256,,,,
L. europaeus,1,-0.854,-1.056,-0.626,-0.249,,,,
L. europaeus,1,-0.854,-1.056,-0.626,-0.249,,,,
L. europaeus,1,-0.359,-1.273,-0.159,-0.905,,,,
L. europaeus,1,-0.359,-1.273,-0.159,-0.905,,,,
L. europaeus,1,-1.436,-1.282,-0.315,-0.125,,,,
L. europaeus,1,-1.436,-1.282,-0.315,-0.125,,,,
L. europaeus,1,-1.409,-1.844,-0.786,-0.492,,,,
L. europaeus,1,-0.976,-0.741,-0.104,0.166,,,,
L. europaeus,1,-0.856,-1.264,-0.611,-0.234,,,,
L. europaeus,1,-0.128,-1.405,0.266,-1.385,,,,
L. europaeus,1,-0.128,-1.405,0.266,-1.385,,,,
L. europaeus,1,-1.034,-1.031,-0.2,0.3,,,,
L. europaeus,1,-1.034,-1.031,-0.2,0.3,,,,
L. europaeus,1,-0.941,-1.654,-0.949,-0.63,,,,
L. europaeus,1,-1.226,-1.134,-0.284,-0.194,,,,
L. europaeus,1,-1.226,-1.134,-0.284,-0.194,,,,
L. europaeus,1,-0.474,-0.748,0.047,0.387,,,,
L. europaeus,1,-0.474,-0.748,0.047,0.387,,,,
L. europaeus,1,-0.575,-0.716,-0.346,0.091,,,,
L. europaeus,1,-0.575,-0.716,-0.346,0.091,,,,
L. europaeus,1,-1.033,-1.464,0.076,-1.382,,,,
L. europaeus,1,-1.033,-1.464,0.076,-1.382,,,,
L. europaeus,1,-1.021,-1.19,0.115,-0.046,,,,
L. europaeus,1,-1.327,-1.077,-0.351,-0.184,,,,
L. europaeus,1,-0.812,-0.91,0.556,0.128,,,,
L. europaeus,1,-0.812,-0.91,0.556,0.128,,,,
L. europaeus,1,-0.795,-0.818,0.619,-0.575,,,,
L. europaeus,1,-0.795,-0.818,0.619,-0.575,,,,
L. europaeus,1,-0.659,-0.687,-0.079,-0.206,,,,
L. europaeus,1,-0.659,-0.687,-0.079,-0.206,,,,
L. europaeus,1,-2.339,-1.791,-0.487,-0.232,,,,
L. europaeus,1,-2.339,-1.791,-0.487,-0.232,,,,
L. europaeus,1,-2.299,-1.418,-0.153,0.186,,,,
L. europaeus,1,-2.026,-1.214,-0.164,0.058,,,,
L. europaeus,1,-1.883,-1.395,-0.241,0.034,,,,
L. europaeus,1,-0.379,-0.697,0.671,-0.035,,,,
L. europaeus,1,-0.379,-0.697,0.671,-0.035,,,,
L. europaeus,1,-1.485,-0.252,0.191,0.202,,,,
L. europaeus,1,-1.485,-0.252,0.191,0.202,,,,
L. europaeus,1,-1.774,-1.857,-0.305,-0.68,,,,
L. europaeus,1,-1.774,-1.857,-0.305,-0.68,,,,
L. europaeus,1,-2.132,-1.286,-0.09,0.081,,,,
L. europaeus,1,-2.132,-1.286,-0.09,0.081,,,,
L. europaeus,1,-1.349,-1.16,0.028,-0.453,,,,
L. europaeus,1,-1.349,-1.16,0.028,-0.453,,,,
L. europaeus,1,-1.349,-1.16,0.028,-0.453,,,,
L. europaeus,1,-1.755,-0.689,0.176,0.376,,,,
L. europaeus,1,-1.755,-0.689,0.176,0.376,,,,
L. europaeus,1,-0.096,-0.63,1.647,0.026,,,,
L. europaeus,1,-0.096,-0.63,1.647,0.026,,,,
L. europaeus,1,-0.533,-0.46,1.128,-0.167,,,,
L. europaeus,1,-1.975,-0.875,-0.113,-0.025,,,,
L. europaeus,1,-2.341,-0.987,-0.096,0.132,,,,
L. europaeus,1,-1.216,-1.176,0.563,-0.166,,,,
L. europaeus,1,-1.216,-1.176,0.563,-0.166,,,,
L. europaeus,1,-0.991,-1.255,0.086,-0.815,,,,
L. europaeus,1,-0.306,-0.883,1.301,-0.238,,,,
L. europaeus,1,-0.306,-0.883,1.301,-0.238,,,,
L. europaeus,1,-0.757,-0.981,0.397,-0.504,,,,
L. europaeus,1,-1.535,-0.93,-0.396,-0.103,,,,
L. europaeus,1,-1.904,-0.721,0.404,0.202,,,,
L. europaeus,1,-1.904,-0.721,0.404,0.202,,,,
L. europaeus,1,-1.579,-0.953,-0.364,-0.099,,,,
L. europaeus,1,-0.506,-0.754,0.114,-0.384,,,,
L. europaeus,1,-0.506,-0.754,0.114,-0.384,,,,
L. europaeus,1,-1.383,-0.882,0.165,-0.614,,,,
L. europaeus,1,-1.383,-0.882,0.165,-0.614,,,,
L. europaeus,1,-1.712,-1.481,-0.318,0.085,,,,
L. europaeus,1,-1.712,-1.481,-0.318,0.085,,,,
L. europaeus,1,-1.518,-0.947,-0.416,-0.112,,,,
L. europaeus,1,-0.339,-0.971,0.573,-0.002,,,,
L. europaeus,1,-0.339,-0.971,0.573,-0.002,,,,
L. europaeus,1,-0.407,-1.202,-0.327,-0.629,,,,
L. europaeus,1,-0.407,-1.202,-0.327,-0.629,,,,
L. europaeus,1,-0.581,-1.05,-0.567,-0.323,,,,
L. europaeus,1,-0.581,-1.05,-0.567,-0.323,,,,
L. europaeus,1,-1.195,-0.93,-0.355,-0.223,,,,
L. europaeus,1,-1.195,-0.93,-0.355,-0.223,,,,
L. europaeus,1,-1.503,-0.256,0.71,-0.222,,,,
L. europaeus,1,-1.503,-0.256,0.71,-0.222,,,,
L. europaeus,1,-1.437,-0.722,-0.392,-0.185,,,,
L. europaeus,1,-1.437,-0.722,-0.392,-0.185,,,,
L. europaeus,1,-1.437,-0.722,-0.392,-0.185,,,,
L. europaeus,1,-1.375,-0.757,-0.423,-0.19,,,,
L. europaeus,1,-1.375,-0.757,-0.423,-0.19,,,,
L. europaeus,1,-1.518,-0.857,-0.451,-0.116,,,,
L. europaeus,1,-0.351,-0.735,-0.299,0.042,,,,
L. europaeus,1,-0.351,-0.735,-0.299,0.042,,,,
L. europaeus,1,-1.456,-0.828,-0.425,-0.152,,,,
L. europaeus,1,-0.403,-0.881,-0.662,-0.353,,,,
L. europaeus,1,-0.403,-0.881,-0.662,-0.353,,,,
L. europaeus,1,-0.482,-0.935,-0.516,-0.385,,,,
L. europaeus,1,-1.465,-0.812,-0.415,-0.155,,,,
L. europaeus,1,-1.526,-1.228,-0.253,-0.079,,,,
L. europaeus,1,-1.526,-1.228,-0.253,-0.079,,,,
L. europaeus,1,-1.692,-0.894,-0.38,-0.083,,,,
L. europaeus,1,-1.407,-0.888,-0.491,-0.143,,,,
L. europaeus,1,-0.155,-1.235,-0.832,-0.362,,,,
L. europaeus,1,-2.516,-1.814,-0.62,-0.174,,,,
L. europaeus,1,-0.155,-1.235,-0.832,-0.362,,,,
L. europaeus,1,-0.143,-1.301,-0.823,-0.359,,,,
L. europaeus,1,-0.143,-1.301,-0.823,-0.359,,,,
L. europaeus,1,-0.261,-1.686,-1.143,-0.751,,,,
L. europaeus,1,-1.472,-0.865,-0.459,-0.131,,,,
L. europaeus,1,-0.264,-1.685,-1.143,-0.75,,,,
L. europaeus,1,-1.489,-0.863,-0.46,-0.126,,,,
L. europaeus,1,-0.959,-1.413,-0.248,-0.452,,,,
L. europaeus,1,0.271,-0.888,0.595,-0.117,,,,
L. europaeus,1,0.271,-0.888,0.595,-0.117,,,,
L. europaeus,1,-0.224,-1.316,-0.786,-0.348,,,,
L. europaeus,1,-0.224,-1.316,-0.786,-0.348,,,,
L. europaeus,1,-1.022,-1.253,-0.011,-0.797,,,,
L. europaeus,1,-1.805,-1.292,-0.694,-0.467,,,,
L. europaeus,1,-0.326,-1.145,-0.754,-0.336,,,,
L. europaeus,1,-0.326,-1.145,-0.754,-0.336,,,,
L. europaeus,1,-0.719,-1.233,-0.534,-0.285,,,,
L. europaeus,1,-0.719,-1.233,-0.534,-0.285,,,,
L. europaeus,1,-1.674,-0.864,-0.334,-0.105,,,,
L. europaeus,1,-1.674,-0.864,-0.334,-0.105,,,,
L. europaeus,1,-1.4,-0.501,-0.138,0.279,,,,
L. europaeus,1,-1.4,-0.501,-0.138,0.279,,,,
L. europaeus,1,-0.343,-1.231,-0.674,-0.362,,,,
L. europaeus,1,-0.343,-1.231,-0.674,-0.362,,,,
L. europaeus,1,-1.867,-1.091,-0.383,0.015,,,,
L. europaeus,1,-0.411,-1.08,-0.583,-0.393,,,,
L. europaeus,1,-2.2,-1.189,-0.238,0.119,,,,
L. europaeus,1,-2.2,-1.189,-0.238,0.119,,,,
L. europaeus,1,-1.373,-0.498,-0.12,0.261,,,,
L. europaeus,1,-1.373,-0.498,-0.12,0.261,,,,
L. europaeus,1,-1.943,-0.327,0.217,0.387,,,,
L. europaeus,1,-1.943,-0.327,0.217,0.387,,,,
L. europaeus,1,-1.379,-0.924,0.321,0.117,,,,
L. europaeus,1,-1.906,-1.161,-0.422,0.052,,,,
L. europaeus,1,-1.7,-1.086,-0.651,-0.534,,,,
L. europaeus,1,-1.632,-0.916,0.191,0.123,,,,
L. europaeus,1,-1.632,-0.916,0.191,0.123,,,,
L. europaeus,1,-2.287,-1.726,-0.627,-0.254,,,,
L. europaeus,1,-2.287,-1.726,-0.627,-0.254,,,,
L. europaeus,1,-0.756,-1.319,-0.528,-0.263,,,,
L. europaeus,1,-0.756,-1.319,-0.528,-0.263,,,,
L. europaeus,1,-0.43,-1.14,-0.69,-0.33,,,,
L. europaeus,1,-1.552,-0.577,-0.041,0.312,,,,
L. europaeus,1,-1.552,-0.577,-0.041,0.312,,,,
L. europaeus,1,-0.664,-1.409,-0.936,-0.712,,,,
L. europaeus,1,-0.719,-0.622,1.717,0.485,,,,
L. europaeus,1,-1.385,-0.489,-0.089,0.285,,,,
L. europaeus,1,-1.385,-0.489,-0.089,0.285,,,,
L. europaeus,1,-1.564,-0.834,-0.39,-0.109,,,,
L. europaeus,1,-1.564,-0.834,-0.39,-0.109,,,,
L. europaeus,1,-0.463,-1.208,-0.724,-0.299,,,,
L. europaeus,1,-2.298,-1.42,-0.283,0.187,,,,
L. europaeus,1,-2.329,-1.162,0.044,0.65,,,,
L. europaeus,1,-1.746,-1.198,-0.674,-0.484,,,,
L. europaeus,1,-0.436,-1.313,-0.729,-0.309,,,,
L. europaeus,1,-1.56,-1.053,-0.468,-0.721,,,,
L. europaeus,1,-0.832,-1.028,-0.301,-0.44,,,,
L. europaeus,1,-0.832,-1.028,-0.301,-0.44,,,,
L. europaeus,1,-1.592,-0.847,-0.391,-0.086,,,,
L. europaeus,1,-1.436,-0.422,-0.077,0.289,,,,
L. europaeus,1,-0.96,-0.993,-0.576,-0.211,,,,
L. europaeus,1,-1.533,-0.84,-0.414,-0.101,,,,
L. europaeus,1,-1.533,-0.84,-0.414,-0.101,,,,
L. europaeus,1,-1.002,-0.958,-0.551,-0.208,,,,
L. europaeus,1,-1.103,-1.059,-0.52,-0.172,,,,
L. europaeus,1,-1.103,-1.059,-0.52,-0.172,,,,
L. europaeus,1,-0.935,-1.228,-0.537,-0.203,,,,
L. europaeus,1,-0.935,-1.228,-0.537,-0.203,,,,
L. europaeus,1,-0.14,-0.696,-0.491,0.016,,,,
L. europaeus,1,-0.14,-0.696,-0.491,0.016,,,,
L. europaeus,1,-0.064,-0.651,-0.538,0,,,,
L. europaeus,1,-1.365,-0.391,-0.787,0.047,,,,
L. europaeus,1,-1.072,-1.257,-0.478,-0.166,,,,
L. europaeus,1,-1.072,-1.257,-0.478,-0.166,,,,
L. europaeus,1,-1.518,-0.99,-0.364,-0.082,,,,
L. europaeus,1,-1.802,-1.402,-0.301,0.06,,,,
L. europaeus,1,-1.802,-1.402,-0.301,0.06,,,,
L. europaeus,1,-1.504,-1.654,0.556,0.359,,,,
L. europaeus,1,-1.504,-1.654,0.556,0.359,,,,
L. europaeus,1,-1.89,-0.939,0.005,0.503,,,,
L. europaeus,1,-1.89,-0.939,0.005,0.503,,,,
L. europaeus,1,-1.52,-1.215,-0.327,-0.053,,,,
L. europaeus,1,-1.52,-1.215,-0.327,-0.053,,,,
L. europaeus,1,-0.801,-0.444,-0.256,0.149,,,,
L. europaeus,1,-0.801,-0.444,-0.256,0.149,,,,
L. europaeus,1,-1.156,-0.625,-0.129,0.253,,,,
L. europaeus,1,-1.156,-0.625,-0.129,0.253,,,,
L. europaeus,1,-1.149,-0.612,-0.127,0.252,,,,
L. europaeus,1,-1.149,-0.612,-0.127,0.252,,,,
L. europaeus,1,-1.145,-1.169,-0.157,0.35,,,,
L. europaeus,1,-1.145,-1.169,-0.157,0.35,,,,
L. europaeus,1,-1.074,-0.542,-0.141,0.228,,,,
L. europaeus,1,-1.074,-0.542,-0.141,0.228,,,,
L. europaeus,1,-1.237,-0.953,-0.429,-0.152,,,,
L. europaeus,1,-1.237,-0.953,-0.429,-0.152,,,,
L. europaeus,1,-1.132,-1.053,-0.45,-0.173,,,,
L. europaeus,1,-1.132,-1.053,-0.45,-0.173,,,,
L. europaeus,1,-1.141,-0.608,-0.111,0.252,,,,
L. europaeus,1,-1.141,-0.608,-0.111,0.252,,,,
L. europaeus,1,-1.141,-0.608,-0.111,0.252,,,,
L. europaeus,1,-1.291,-1.351,-0.349,-0.428,,,,
L. europaeus,1,-1.291,-1.351,-0.349,-0.428,,,,
L. europaeus,1,-1.584,-0.824,-0.018,0.413,,,,
L. europaeus,1,-1.113,-1.525,-0.547,-0.071,,,,
L. europaeus,1,-1.048,-0.657,-0.134,0.223,,,,
L. europaeus,1,-1.048,-0.657,-0.134,0.223,,,,
L. europaeus,1,-1.247,-0.902,-0.436,-0.142,,,,
L. europaeus,1,-1.247,-0.902,-0.436,-0.142,,,,
L. europaeus,1,-0.886,-1.205,-0.558,-0.197,,,,
L. europaeus,1,-0.886,-1.205,-0.558,-0.197,,,,
L. europaeus,1,-2.299,-1.418,-0.153,0.186,,,,
L. europaeus,1,0.472,-0.981,1.856,-0.365,,,,
L. europaeus,1,-1.156,-0.625,-0.129,0.253,,,,
L. europaeus,1,-0.976,-0.741,-0.104,0.166,,,,
L. europaeus,1,-1.154,-0.596,-0.126,0.243,,,,
L. europaeus,1,0.271,-0.888,0.595,-0.117,,,,
L. europaeus,1,-0.581,-1.05,-0.567,-0.323,,,,
L. europaeus,1,-1.802,-1.402,-0.301,0.06,,,,
L. europaeus,1,-0.474,-0.748,0.047,0.387,,,,
L. europaeus,1,-1.349,-1.16,0.028,-0.453,,,,
L. europaeus,1,-0.957,-1.155,-0.51,-0.25,,,,
L. europaeus,1,-0.394,-0.634,0.766,-0.071,,,,
L. europaeus,1,-0.091,-1.162,0.27,-0.781,,,,
L. europaeus,1,-0.264,-1.685,-1.143,-0.75,,,,
L. europaeus,1,-1.048,-0.657,-0.134,0.223,,,,
L. europaeus,1,-0.064,-0.651,-0.538,0,,,,
L. europaeus,1,-1.247,-0.902,-0.436,-0.142,,,,
L. europaeus,1,-0.459,-0.727,-0.567,-0.391,,,,
L. europaeus,1,-0.688,-0.824,-0.214,0.141,,,,
L. europaeus,1,-0.491,-0.818,1.056,0.527,,,,
L. europaeus,1,-1.904,-0.721,0.404,0.202,,,,
L. europaeus,1,-2.287,-1.726,-0.627,-0.254,,,,
L. europaeus,1,-0.128,-1.405,0.266,-1.385,,,,
L. europaeus,1,-1.251,-0.479,0.243,0.076,,,,
L. europaeus,1,-1.518,-0.947,-0.416,-0.112,,,,
L. europaeus,1,-0.627,-1.678,-1.023,-0.676,,,,
L. europaeus,1,-1,-0.379,1.491,0.013,,,,
L. europaeus,1,-2.026,-1.214,-0.164,0.058,,,,
L. europaeus,1,-1.237,-0.953,-0.429,-0.152,,,,
L. europaeus,1,-0.719,-1.233,-0.534,-0.285,,,,
L. europaeus,1,-1.485,-0.252,0.191,0.202,,,,
L. europaeus,1,-0.688,-1.157,-0.547,-0.284,,,,
L. europaeus,1,-1.082,-0.997,-0.355,-0.256,,,,
L. europaeus,1,-1.712,-1.481,-0.318,0.085,,,,
L. europaeus,1,-0.144,-0.676,-0.476,0.009,,,,
L. europaeus,1,-1.349,-1.16,0.028,-0.453,,,,
L. europaeus,1,-1.087,-0.975,0.545,-0.326,,,,
L. europaeus,1,-1.195,-0.93,-0.355,-0.223,,,,
L. europaeus,1,-1.365,-0.391,-0.787,0.047,,,,
L. europaeus,1,-1.072,-1.257,-0.478,-0.166,,,,
L. europaeus,1,-0.801,-0.444,-0.256,0.149,,,,
L. europaeus,1,-0.34,-0.89,-0.678,-0.375,,,,
L. europaeus,1,-1.504,-1.654,0.556,0.359,,,,
L. europaeus,1,-1.149,-0.612,-0.127,0.252,,,,
L. europaeus,1,-0.649,-1.077,-0.616,-0.29,,,,
L. europaeus,1,-2.2,-1.189,-0.238,0.119,,,,
L. europaeus,1,-0.941,-1.654,-0.949,-0.63,,,,
L. europaeus,1,-0.94,-0.752,-0.214,0.17,,,,
L. europaeus,1,-1.318,-1.298,-0.366,-0.102,,,,
L. europaeus,1,-1.89,-0.939,0.005,0.503,,,,
L. europaeus,1,-0.693,-1.124,-0.518,-0.299,,,,
L. europaeus,1,-1.526,-1.228,-0.253,-0.079,,,,
L. europaeus,1,-1.52,-1.215,-0.327,-0.053,,,,
L. europaeus,1,-0.756,-1.319,-0.528,-0.263,,,,
L. europaeus,1,-0.261,-1.686,-1.143,-0.751,,,,
L. europaeus,1,-0.832,-1.028,-0.301,-0.44,,,,
L. europaeus,1,-1.021,-1.19,0.115,-0.046,,,,
L. europaeus,1,-0.351,-0.735,-0.299,0.042,,,,
L. europaeus,1,-1.132,-1.053,-0.45,-0.173,,,,
L. europaeus,1,-0.14,-0.696,-0.491,0.016,,,,
L. europaeus,1,-0.71,-0.873,0.28,-1.016,,,,
L. europaeus,1,-0.575,-0.716,-0.346,0.091,,,,
L. europaeus,1,-1.349,-1.16,0.028,-0.453,,,,
L. europaeus,1,-1.503,-0.256,0.71,-0.222,,,,
L. europaeus,1,-1.385,-0.489,-0.089,0.285,,,,
L. europaeus,1,-1.196,-0.684,-0.03,0.199,,,,
L. europaeus,1,-1.7,-1.086,-0.651,-0.534,,,,
L. europaeus,1,-0.803,-1.13,-0.519,-0.263,,,,
L. europaeus,1,-1.755,-0.689,0.176,0.376,,,,
L. europaeus,1,-0.469,-1.204,-0.248,-0.798,,,,
L. europaeus,1,-1.437,-0.722,-0.392,-0.185,,,,
L. europaeus,1,-1.103,-1.059,-0.52,-0.172,,,,
L. europaeus,1,-0.508,-0.887,0.02,-0.241,,,,
L. europaeus,1,-1.383,-0.882,0.165,-0.614,,,,
L. europaeus,1,-1,-0.379,1.491,0.013,,,,
L. europaeus,1,-0.403,-0.881,-0.662,-0.353,,,,
L. europaeus,1,-1.533,-0.84,-0.414,-0.101,,,,
L. europaeus,1,-0.768,-0.818,-0.27,-0.413,,,,
L. europaeus,1,-0.284,-1.109,0.232,-0.569,,,,
L. europaeus,1,-0.871,-0.528,-0.111,0.142,,,,
L. europaeus,1,-1.141,-0.608,-0.111,0.252,,,,
L. europaeus,1,-0.306,-0.883,1.301,-0.238,,,,
L. europaeus,1,-0.975,-1.055,-0.421,-0.281,,,,
L. europaeus,1,-1.216,-1.176,0.563,-0.166,,,,
L. europaeus,1,-0.224,-1.316,-0.786,-0.348,,,,
L. europaeus,1,-1.064,-0.917,-0.139,0.213,,,,
L. europaeus,1,-0.918,-1.325,-0.543,-0.879,,,,
L. europaeus,1,-1.375,-0.757,-0.423,-0.19,,,,
L. europaeus,1,-0.006,-0.157,1.419,-0.545,,,,
L. europaeus,1,-0.522,-0.716,0.684,-0.001,,,,
L. europaeus,1,-0.506,-0.754,0.114,-0.384,,,,
L. europaeus,1,-1.008,-1.014,-0.423,-0.235,,,,
L. europaeus,1,-1.145,-1.169,-0.157,0.35,,,,
L. europaeus,1,-1.552,-0.577,-0.041,0.312,,,,
L. europaeus,1,-0.407,-1.202,-0.327,-0.629,,,,
L. europaeus,1,-0.659,-0.687,-0.079,-0.206,,,,
L. europaeus,1,-1.437,-0.722,-0.392,-0.185,,,,
L. europaeus,1,-0.795,-0.818,0.619,-0.575,,,,
L. europaeus,1,-1.4,-0.501,-0.138,0.279,,,,
L. europaeus,1,-1.674,-0.864,-0.334,-0.105,,,,
L. europaeus,1,-2.341,-0.987,-0.096,0.132,,,,
L. europaeus,1,-0.379,-0.697,0.671,-0.035,,,,
L. europaeus,1,-0.343,-1.231,-0.674,-0.362,,,,
L. europaeus,1,-0.807,-1.17,-0.517,-0.283,,,,
L. europaeus,1,-1.453,-1.822,-0.273,-0.821,,,,
L. europaeus,1,-1.189,-1.44,-0.493,-0.095,,,,
L. europaeus,1,-0.078,-0.785,-0.484,-0.018,,,,
L. europaeus,1,0.392,-0.886,0.308,-0.903,,,,
L. europaeus,1,-0.805,-1.163,-0.28,0.252,,,,
L. europaeus,1,-1.093,-1.082,-0.505,-0.177,,,,
L. europaeus,1,-0.189,-0.799,-0.46,0.038,,,,
L. europaeus,1,-0.735,-0.816,-0.194,0.148,,,,
L. europaeus,1,-0.855,-1.089,-0.567,-0.264,,,,
L. europaeus,1,-0.94,-1.021,0.529,-0.54,,,,
L. europaeus,1,-1.385,-1.57,-0.469,-0.012,,,,
L. europaeus,1,-0.188,-0.627,1.533,0.542,,,,
L. europaeus,1,-1.113,-1.525,-0.547,-0.071,,,,
L. europaeus,1,-0.308,-1.484,-0.731,-0.388,,,,
L. europaeus,1,0.226,-0.965,-0.316,-0.116,,,,
L. europaeus,1,-0.372,-0.142,0.265,-0.301,,,,
L. europaeus,1,-0.834,-0.253,-0.009,0.065,,,,
L. europaeus,1,-1.135,-1.773,-0.346,-0.417,,,,
L. europaeus,1,-1.256,-1.56,-0.487,-0.24,,,,
L. europaeus,1,-0.903,-1.567,0.165,0.335,,,,
L. europaeus,1,-1.203,-1.816,0.635,0.771,,,,
L. europaeus,1,-1.235,-1.596,-0.526,-0.224,,,,
L. europaeus,1,-0.564,-1.647,0.298,-1.256,,,,
L. europaeus,1,-1.563,-1.581,-0.382,-0.167,,,,
L. europaeus,1,-1.581,-1.505,-0.332,-0.188,,,,
L. europaeus,1,-1.574,-1.536,-0.348,-0.182,,,,
L. europaeus,1,-1.611,-1.749,-0.647,-0.626,,,,
L. europaeus,1,-1.623,-1.71,-0.616,-0.64,,,,
L. europaeus,1,-1.583,-0.201,0.961,0.376,,,,
L. europaeus,1,-0.939,-0.507,0.762,-1.182,,,,
L. europaeus,1,-0.925,-1.723,-0.065,-1.429,,,,
L. europaeus,1,-1.18,-0.196,1.248,1.077,,,,
L. europaeus,1,-2.135,-0.678,0.182,0.474,,,,
L. europaeus,1,-1.001,-0.501,0.526,-0.456,,,,
L. europaeus,1,-2.49,-1.665,-0.475,-0.234,,,,
L. europaeus,1,-2.402,-1.415,-0.368,-0.342,,,,
L. europaeus,1,-2.32,-0.878,0.161,0.571,,,,
L. europaeus,1,-2.646,-2.043,-0.775,-0.614,,,,
L. europaeus,1,-2.384,-1.541,-0.466,-0.295,,,,
L. europaeus,1,-2.489,-1.018,0.195,0.633,,,,
L. europaeus,1,-2.84,-1.449,-0.074,0.337,,,,
L. europaeus,1,-2.546,-1.27,-0.082,0.193,,,,
L. europaeus,1,-1.702,-0.396,0.125,0.305,,,,
L. europaeus,1,-2.83,-1.683,-0.348,-0.134,,,,
L. europaeus,1,-1.978,-0.949,-0.171,-0.023,,,,
L. europaeus,1,-2.258,-1.037,-0.116,0.078,,,,
L. europaeus,1,-2.398,-1.089,0.006,0.08,,,,
L. europaeus,1,-1.735,-0.382,0.138,0.314,,,,
L. europaeus,1,-1.986,-1.195,-0.52,-0.444,,,,
L. europaeus,1,-2.298,-1.043,-0.112,0.101,,,,
L. europaeus,1,-1.717,-0.27,0.204,0.276,,,,
L. europaeus,1,-1.772,-0.647,0.527,0.024,,,,
L. europaeus,1,-1.829,-0.214,0.329,0.23,,,,
L. europaeus,1,-1.597,-0.927,0.579,-0.165,,,,
L. europaeus,1,-2.564,-1.274,-0.05,0.201,,,,
L. europaeus,1,-2.113,-0.74,0.181,0.475,,,,
L. europaeus,1,-2.365,-0.653,0.301,0.526,,,,
L. europaeus,1,-2.068,-1.021,-0.366,-0.485,,,,
L. europaeus,1,-2.068,-0.955,1.118,0.383,,,,
L. europaeus,1,-1.877,-1.323,-0.58,-0.447,,,,
L. europaeus,1,-2.023,-1.115,-0.239,0.06,,,,
L. europaeus,1,-2.21,-1.08,-0.122,0.087,,,,
L. europaeus,1,-2.621,-1.831,-0.662,-0.681,,,,
